"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
1,0,0,0.0324526227921498,-0.0358233602235141,0.0424333341720066,0.0394321127161839,0,0,0,0,0,0.0337649886007642,0,0.0466076581047131,0,0.0458245991618721,0.0613052990000125,0,0,0,-0.0591004498527285,0,0,0,0,0,-0.0385538348967616,0,0,0,0,0,0,0.0310742413520828,0,0,-0.0596210507468409,0.0345884440736157,0,0.042019650995754,0,0,0,0,0,-0.0699932640740573,0,0,0
0,1,0,0,-0.0528446951138487,0,-0.0415956223343591,0,0,0,0.0533834484272052,0,0,0,0.0405536926889511,0,0,0.0367776237438717,0,0,0,0,0,-0.0383910470428724,0,0,0,0,0,0,0,0,-0.0393883557374663,-0.0471507016649885,0,0,0,-0.0688910792043211,-0.0434107771294176,-0.0654735214872939,0,0,0,0,0.06075636994219,0.0452669161125939,0,0,0,0
0,0,1,0,0,0,0,0,0.0814838492876857,0,0.059650001779265,0,0,0,0,0,0.06291246583584,-0.0655205869118469,0,0,0,0,0,0,0.0527815485591159,0,0,-0.053868485831443,0,0,0,0,-0.0712262389569021,0,0.0499472140071311,0,0,0,0,0,0.0400051332232055,0,0,-0.0569387552392978,0,0,0,0,0,0
0.0324526227921498,0,0,1,0,0,0,-0.0340326085402297,0,-0.0520970095247485,0,0.0635168270690254,0,0,0.033775973783778,0,0,0,0,0,0.0416560254265547,0.0550274852180521,0,0,0,0.0598911704536992,0.0417162186663058,0,0,0.0370603041358122,0,-0.0336783379289541,0.0468844425994975,0,0,-0.0370501552034746,0,0.0450666375834358,0.0423705271671773,0,0,0,-0.0434792668606883,0,0,0,0,0.0691987891067061,0,0.0374180947094955
-0.0358233602235141,-0.0528446951138487,0,0,1,0,0,0,0,0,0,0,0.0493385383951868,0.0337855926758787,0,0,0,0,0,0,-0.047414568605618,0,-0.0424910801486459,0,0.0400069865691031,0,0,-0.0509467862956311,0,0.045843439919636,-0.0359428045869354,0,0,0.0428087037768716,0,0.0346260235024294,0,0,0,0,-0.0301335932290979,0,0,-0.0578398667546613,0,-0.0578667036710582,0,0,-0.0477579771162391,0
0.0424333341720066,0,0,0,0,1,0,0,0,0.0513224741692301,0,0,0,0,0,-0.0672636661314684,0,0,0,-0.0378014958580022,-0.0659160272829581,-0.0552024878777408,0,-0.0318242726585219,0,-0.0482395213949477,0,0,0,0,-0.0367362691321283,0,0,0,-0.0450739216485311,-0.053356042302019,0,0,-0.0299204334586959,0,-0.0392963477463458,0,0.0534209363431884,0,0,0,-0.0435227162052126,-0.0698971122474851,0,0
0.0394321127161839,-0.0415956223343591,0,0,0,0,1,0.0455662820490943,-0.042837934138792,0,0,-0.0576914411769555,0,0,0,0,-0.0427891671177881,0,0,0.0335900404053629,0,0,0,0,0.0338178800399635,0,0,0,0,0,0.045481191364664,0,0,0,-0.0527344343534445,0,0,0,0,0.0772734292127506,0.0322861482119119,-0.0586575519693605,0.029246483173724,0,0,0,0,-0.06570798260904,-0.0553400919078029,0.0429215709834528
0,0,0,-0.0340326085402297,0,0,0.0455662820490943,1,0.0572528556182108,0,0,-0.0557804715293968,0,0,0,0,0,0,0,0,0,0,0,-0.034800458536772,0,0,0,0,-0.0876513462561362,0,0,0.0379852037075114,0,0.0441861587063179,0,0,0.0647733909356664,0.0717978715293152,0,0,-0.0514704614308397,-0.0628090059770974,0,0,0,0,0.043766775384197,0,0,0
0,0,0.0814838492876857,0,0,0,-0.042837934138792,0.0572528556182108,1,0.0560416960863934,0.0709114905615788,0,0.0558348325045298,0.0428293376617748,0.0513591949791971,0,0,0,0,0,0,0,0.0548156329381321,-0.0522472619396586,0,0,0,0,0,0,0,0,0,0,-0.0389406254305979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.0520970095247485,0,0.0513224741692301,0,0,0.0560416960863934,1,0,0,-0.0799764050424941,0,0,0,0,-0.0527862946240322,0,0,0,0,0,0,0,-0.070598409576781,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0851945933730356,-0.0419206381410124,0,0,0,0,0,0,0,0,-0.0592479470269614
0,0.0533834484272052,0.059650001779265,0,0,0,0,0,0.0709114905615788,0,1,0,0,0,0,0,0,0,0,0,0.0704259058619002,0,0,-0.0570005586902942,0,0,0,0.0525592722107052,0,0,0,-0.0590586990142469,0,0,-0.0538853148784336,-0.0645232603333781,0,0,0,0,-0.0412794389855391,0,0,0,0,0,0,0,0,0
0,0,0,0.0635168270690254,0,0,-0.0576914411769555,-0.0557804715293968,0,0,0,1,0,0.0441599746324444,0,0,0,0,0,0,0,0,0,-0.0471782232249254,0.0460976048361259,0,0,0,0,0,0,0.0592213675751955,0,0,0,0,-0.0676131273204197,0,0,0,0,0,0,0.0539203560798805,0.0594883546370189,0,0,0,0,0
0.0337649886007642,0,0,0,0.0493385383951868,0,0,0,0.0558348325045298,-0.0799764050424941,0,0,1,0,0,0,0,0,0,-0.0568999843862216,0,0,0,0,-0.0388125408031326,0,0,0,0,0.0529296230572014,0.0547954529554841,0,0,0.0544462727988825,0,0,0,0,0.0293590269603556,0,0.0417092877206788,0,0.0478723097138145,0,0,-0.0448435448491303,0,0,0,0.04487141409161
0,0,0,0,0.0337855926758787,0,0,0,0.0428293376617748,0,0,0.0441599746324444,0,1,0,0,0.0677562075691902,-0.0485244135351403,-0.0381035549386728,0,0.057365884884061,0,0.0393146351984779,0,0,0,0,-0.0581984446508765,0,0,0.0393981590446842,0,0,0,0,0,-0.0439190292528132,0,-0.0458790938883359,0.0604046997031142,0,0.0417558210428675,0.0366789947376322,0,0,0,0,0,0.0559896004436448,0
0.0466076581047131,0.0405536926889511,0,0.033775973783778,0,0,0,0,0.0513591949791971,0,0,0,0,0,1,0,-0.0459616391670879,-0.0505032950555022,-0.0380632292920672,0,-0.0449566839108254,0,0.0536712844234024,0.0371139013726704,0,0,0,0,0,-0.0551628064744181,0.0371140102933673,0,0.0372650599862236,0,0,0,0,0,0,-0.0542999408142308,-0.0369059464982908,0,0,0,-0.0496385548412207,0,0,0,0,0
0,0,0,0,0,-0.0672636661314684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0900644656165715,0,0,0.0607038616406546,0,0,0,0,0,0,0.0597976873769815,0.0643186972478589,0,0.0803069095793099,0,0,0,-0.0528438458099217,0,0,0,0,0,0,0,0,0,0,0
