"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
-0.0914313205616357,0.00856912700995493,0.0258445905372339,0.0584332128834736,0.139585501024496,-0.154992560106949,0.19921723959145,0.109792951679358,0.0194284497746472,0.0755683983594787,-0.0536169495802564,0.515187793176628,0.0314586034279908,0.0434910038028087,0.26366791659618,0.0220340294586061,-0.241685881050896,0.109659436492858,0.061193490232523,-0.147523980195712,0.0921303996562319,-0.0955200781410432,-0.0559540710548565,0.103003557891608,0.18519587592364,0.0748174924929171,-0.115306396276092,-0.152567081813581,-0.0230311777751919,0.336521110832241,-0.0370543489832941,0.0214093802566992,-0.0718305632253613,-0.0210912945181597,0.0875158748097823,-0.306245731455106,-0.108049998622661,0.107994483086395,0.0960978313513912,-0.0165460064044519,0.0656890354967118,0.209524701331273,-0.0546901231594983,-0.194102567135743,-0.0193080525680591,-0.0241524680722603,-0.0123293351097187,-0.0609381943715472,-0.120762859012955,-0.0573017737708926
-0.052051006624658,0.0993309582080401,0.135191850922406,-0.0440722200824998,0.223515775597352,0.166131557618216,0.0301093778516244,0.0845047243801417,-0.0593983108857648,-0.100771800743096,0.0660811709048094,-0.0563982431354932,0.02529777816919,0.0746440169467731,0.0271845891266084,-0.00937531107002,0.093754485757689,-0.0680582822491407,0.198016927477209,-0.195998836214357,0.148951389282815,0.0580036925654104,-0.0699541371705764,0.068959600219262,-0.104246233074376,0.157886391783186,-0.2296726675426,0.0711135882572596,-0.136284578561138,-0.111282579094657,-0.0201516008666244,0.0778976732632013,0.152555670245647,-0.140955939364211,-0.0338967312332938,-0.089513295245511,0.0969916898526128,0.0811717518773665,0.0884022171650286,-0.0868424862341268,-0.00354474842775538,0.143493984309783,-0.0176738427403742,0.144515076334852,-0.05824051256819,-0.0145741174590685,-0.219187921576315,-0.117268520432805,-0.0880801986705384,0.0335170217658061
0.0407385874197601,0.0144475167691674,-0.214199467587875,-0.132756232058692,0.0367220448258251,0.122345955831114,-0.0700073551481035,-0.00319860603802027,0.240857423154428,0.138342016686018,0.0180326370614067,0.0999000340343417,0.068459301051524,-0.00367096776495508,-0.115856403108984,-0.224523794680934,0.0548510360304205,-0.12545115161468,0.0420010508025845,0.0504345147792989,0.0575222672839579,0.0754474136608875,-0.0155599571715898,-0.0744238345622773,0.195768364630739,-0.0263220261862217,0.120034573972101,0.0711081338924078,-0.0353410467498248,-0.12113759550899,0.0145939338016467,0.107781230332035,0.0575127801044724,0.0509227241773,0.0313496310658307,0.0881027462788806,0.136753469299303,-0.170312819132861,-0.0839977819431868,0.00681089449039242,0.163410354340518,-0.0544020872555482,-0.0569614195542111,-0.16343088208877,-0.134013101193789,-0.0946998772623371,0.223276495032759,0.0747089869082509,-0.0455527046968775,-0.142396816723197
0.124589365542772,-0.169110217705387,0.0622525306085907,-0.109218441737716,0.0363092517615913,-0.121018460863541,0.09920645354782,-0.133981809172583,0.0109706841716717,-0.00328468401095219,-0.0673908491969928,-0.164254333882279,0.1373576822384,0.0909222125046137,-0.0573539854432503,-0.256717097041068,-0.0593767233232124,-0.204635621737743,-0.0423928566706371,0.0550009235534275,0.0368595501414445,0.0969236090713763,-0.0428389735731201,0.0527785109398656,0.0960467377693451,-0.0115840565423249,0.0178636403667233,0.383723797616249,-0.215493221245943,-0.337699343418129,0.277468023186955,0.0382026456578979,-0.00626416497457419,-0.188720951611583,0.0362445896563697,-0.102107637698486,-0.0765541807831416,0.195756639183997,-0.0501084121570812,-0.0638184043674405,-0.0884338579873277,0.127891880929558,-0.193391802863189,-0.181128963189361,0.0200929648765322,0.293166280458055,-0.131917602473462,-0.0874784828356889,0.0215128230157996,-0.069305978443711
0.0939715100688085,-0.0185319009088796,0.0851283704782532,-0.288191487186455,-0.138598693383723,0.199116626890937,-0.0799392181094086,0.0317430672614914,0.148547476540559,0.120571264405741,0.0508461346199449,-0.10189017533659,-0.0307690103974026,0.135589475673298,-0.0661291131940751,-0.213254479245041,0.0615619914952982,-0.265103380887137,0.0363924988329631,-0.145480563233228,-0.067505800813954,-0.0629681122820771,0.00861368944137878,-0.0131620494488474,-0.00404456169181721,0.0737297047843425,0.0155078087565378,0.110682425220679,0.0378459545975942,-0.0517942153930195,-0.1271823968881,-0.0343187238673646,0.0840889842657998,-0.046246509994571,-0.12244995618482,0.00729411038886763,-0.187319140847637,0.0991435465028916,0.0581839755603733,-0.18261717207533,0.0112251429989666,-0.103023017402294,-0.0948399589038893,-0.147877761928366,0.073140322018874,-0.269910846822635,-0.114089914172909,0.165347378430948,0.0319670885053252,0.0959974922045466
-0.0107188151752286,-0.0466918756950638,-0.0513711076589392,-0.140210731224302,-0.0427572041391099,0.100165947711795,0.343532524064544,0.077847208240972,0.0856734376615362,0.0116992203926823,0.0151283181226149,-0.104737496939277,-0.0882065346444032,-0.278290636940477,0.00709376032382709,-0.0266818926918051,0.189045418316669,-0.136553743731213,-0.0575709691466402,-0.255517839828528,-0.112501672540264,-0.0230203641210723,-0.161936005691821,0.0385618938052203,0.0299960178088978,-0.0456667338727966,0.0950737857001028,0.00501853318158883,-0.152690733646145,-0.186514948009945,-0.0677381100558082,-0.0533674489071904,-0.201003939039357,0.1946965144272,0.0743153426108532,-0.154070591525451,-0.14311357409813,0.0664769695850994,-0.30459099555884,-0.137191903706612,-0.0686636469000351,0.173518267170139,-0.0328157119979006,-0.0318719601468123,0.191983698562127,-0.0809134197308732,-0.213135576517418,-0.00712379310424456,0.0279023991479378,0.00232115721682838
-0.0485221277111312,-0.148949047444917,-0.130957893745955,0.0218528882982802,0.0160089623427048,0.0270702050964466,-0.0841558714420079,-0.073507137656239,0.0167114625841034,-0.206905169734429,-0.034918874577475,0.204771191330058,0.0641566372781913,0.0159905137298834,0.138377248201297,0.144803121732207,-0.0380060830474169,0.061117986402854,0.139375423453832,-0.0284693627258564,-0.0648465949817462,-0.0594121577872073,-0.0951492781108937,-0.00530213877798091,-0.0518696578389887,0.122449740447528,-0.205124846541037,-0.19189861983857,0.20618229763708,0.0874205589946326,0.143740940461144,-0.0974417083654336,0.131634262569031,-0.276292240576924,0.166051965863286,-0.0925141345647894,0.123748328000633,0.0862485951095076,0.0889367936834456,0.0485408628266955,-0.26280217268204,0.142869412579831,0.0322213933330343,-0.263292185455508,-0.118671446421533,0.202079900766196,0.00492226670174294,-0.0988063444297606,0.131246504511131,-0.145520722517034
-0.151973953515588,0.286974342099916,0.0677160142623991,0.00316438196995631,-0.0493125248095078,0.232906903142203,-0.0755482388203086,0.0419371396235592,-0.209985847595371,0.0773238867419594,0.00209189211913709,-0.233423911081787,0.0553642792658198,0.101625470059466,0.0294278072221402,0.0472085725555837,0.193380152772298,0.0963313596718807,-0.00920518627424219,0.297756218319904,0.00196472947969185,-0.0992285716601411,0.0349369838581808,-0.032427009088383,-0.00797742210459097,0.212131998926876,0.0421260431176835,-0.172048064574828,-0.074551986781681,-0.00576778812313909,0.0104497119707476,-0.0875811951033639,0.15285980197835,0.266186901310735,-0.0717021854624377,-0.090744880868036,0.221274702361039,-0.00150049478846664,0.12551705531169,0.123962145664576,0.0310397355560386,0.00527283571894196,-0.437129791651518,0.165650975022809,0.114698133901739,-0.00382738927176233,0.157754712436091,0.193488391615302,-0.144677062627259,0.183582315533825
0.260487828102376,0.148487962821752,0.0115553109098684,-0.400403718759318,0.0320330695871973,-0.148133853686761,0.00218433038599614,0.0979380058996177,0.0897211222192695,-0.126280374088861,0.181697675149713,0.118810073674311,-0.116279994068261,-0.0905980234780995,-0.0694562560969699,-0.142507422315487,-0.188234690855366,-0.144249672142601,-0.252669404722784,0.227428732110959,0.000740169786536919,0.221536653635129,-0.144245882388082,0.0107216147124494,-0.167370692554442,-0.0387395811630019,-0.0905494198021387,0.183287906095709,0.115215001238279,-0.0915271824047365,-0.115048599280839,0.0997369801405708,0.06079912055812,0.210219242590285,-0.169357000244142,-0.221275035551942,-0.320585964725398,-0.00858561015994705,0.0984802283161834,-0.0768860766882171,0.057394137030536,0.0412431606237584,0.137411833694619,-0.0634410266301104,-0.162084513491435,0.0260224470936484,0.10804250365062,-0.0464540612202753,0.150346313590351,0.0128235272793707
0.236580142441807,0.0781442693415558,-0.109118981455811,0.0565224592761783,0.00783861839099218,-0.0410866357391379,-0.066346224330184,-0.0918054579508871,0.0883796828686649,0.0112209264122674,-0.0458293770906648,-0.00766754505600246,-0.0623849345274506,-0.0783397472988994,-0.137333778712773,0.0247463892388172,0.114366500324807,0.00998341224566556,0.110648391305737,-0.0175167093200892,-0.0632529864471419,-0.215329136953641,-0.0184121291926526,0.0567693967004305,-0.0617748771302223,0.0501639298152304,-0.11621711813473,0.17571694248266,-0.114788495174666,-0.100719887212778,-0.151566523962349,0.0656056465067344,0.151879526099751,-0.00136010365493144,-0.190587250018604,-0.0107672273839629,-0.15283422780415,0.00707997374565592,0.0874855381112754,0.0565945709151759,-0.0319062692408171,-0.083406041516965,0.00732368022394414,0.0102976919636569,-0.0719530267272665,-0.131400767007248,-0.0297748212012738,0.0833949268443424,-0.0978706093881213,0.122291277588891
0.0490831285674982,-0.0724279836934215,-0.178224628389512,-0.00947494974985346,0.170920585582835,0.169134587612062,-0.0383550785498291,-0.125437046823658,0.189948426945407,-0.356006160658072,0.0876943140655279,-0.0308269950014002,-0.0595858960917295,-0.236600046421796,0.0457367397835061,0.183250490392586,0.115284105579106,0.0563450741141641,-0.151847726043238,0.0338757720334376,-0.0439410331481909,0.0715984766435193,0.0428828283337018,-0.224162582733296,0.260232621345542,-0.127787256497074,0.0138235202339394,0.0977556787023545,-0.0728053683314763,-0.00750045085666856,0.119832685075999,-0.0009362145325601,0.14788093156035,0.028606770575401,0.0100032198669904,0.0169065426993266,-0.173523052257343,-0.26826019910092,-0.126818670948678,-0.015095080498488,-0.0918264648419921,0.129427318188536,-0.0722245832351908,0.0165005248004661,-0.131512945170371,0.285533993463658,0.0347708554726428,0.0705067307532549,0.299142869957698,-0.166676741688678
0.0546101509987586,0.325068718989336,0.220594630347163,-0.0267936887349788,0.112103777785555,-0.194349492502451,-0.092589191437674,0.0876901034883063,0.130481157573884,-0.0899886545489453,-0.115087057495674,1.94194261277222e-05,-0.141894810734948,-0.0551267096528237,0.0938339836000704,-0.0343657998941819,-0.163617906186149,0.138053014160893,-0.343507532754935,0.248659434949595,-0.136625069729765,-0.00163852928004976,0.0698480141195807,0.110343309367894,-0.190445774745811,-0.104285762851586,0.0275890279766315,0.228447427656261,0.157705194315269,-0.0877810902379502,-0.123666183797432,-0.0322723103470532,0.109962075205244,0.0704065925762276,-0.0502440148106191,0.0672081885474153,-0.170554370242817,-0.0321985668382165,0.183096935084257,0.0208263736685458,0.00926561553368598,0.19946525789451,0.0214349107272133,0.232882458131602,0.0945100225542671,0.139042137482484,0.034183631602351,0.118990118774981,0.260215253395077,-0.103578536568344
